run_id,repeat,fold,arm,continuation_id,budget,fit_seed_key,fit_seed_u32
w85__r01_f01,1,1,binary_margin,1,180,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|180,994623332
w85__r01_f01,1,1,binary_margin,1,181,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|181,3598095671
w85__r01_f01,1,1,binary_margin,1,182,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|182,1358467810
w85__r01_f01,1,1,binary_margin,1,183,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|183,2988913741
w85__r01_f01,1,1,binary_margin,1,184,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|184,3949684967
w85__r01_f01,1,1,binary_margin,1,185,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|185,1336250632
w85__r01_f01,1,1,binary_margin,1,186,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|186,3679687584
w85__r01_f01,1,1,binary_margin,1,187,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|187,2811791714
w85__r01_f01,1,1,binary_margin,1,188,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|188,606771279
w85__r01_f01,1,1,binary_margin,1,189,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|189,3927801871
w85__r01_f01,1,1,binary_margin,1,190,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|190,2156305558
w85__r01_f01,1,1,binary_margin,1,191,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|191,2658612118
w85__r01_f01,1,1,binary_margin,1,192,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|192,1660035908
w85__r01_f01,1,1,binary_margin,1,193,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|193,2198932567
w85__r01_f01,1,1,binary_margin,1,194,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|194,1505511130
w85__r01_f01,1,1,binary_margin,1,195,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|195,2487298014
w85__r01_f01,1,1,binary_margin,1,196,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|196,1584062522
w85__r01_f01,1,1,binary_margin,1,197,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|197,632798150
w85__r01_f01,1,1,binary_margin,1,198,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|198,3254553827
w85__r01_f01,1,1,binary_margin,1,199,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|199,273688351
w85__r01_f01,1,1,binary_margin,1,200,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|200,751510745
w85__r01_f01,1,1,binary_margin,1,201,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|201,4178422292
w85__r01_f01,1,1,binary_margin,1,202,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|202,2344266534
w85__r01_f01,1,1,binary_margin,1,203,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|203,3884116511
w85__r01_f01,1,1,binary_margin,1,204,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|204,1193063941
w85__r01_f01,1,1,binary_margin,1,205,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|205,1521905107
w85__r01_f01,1,1,binary_margin,1,206,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|206,1988605668
w85__r01_f01,1,1,binary_margin,1,207,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|207,1857214601
w85__r01_f01,1,1,binary_margin,1,208,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|208,852417731
w85__r01_f01,1,1,binary_margin,1,209,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|209,1232398484
w85__r01_f01,1,1,binary_margin,1,210,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|210,3147977472
w85__r01_f01,1,1,binary_margin,1,211,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|211,3170167331
w85__r01_f01,1,1,binary_margin,1,212,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|212,393309197
w85__r01_f01,1,1,binary_margin,1,213,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|213,92310033
w85__r01_f01,1,1,binary_margin,1,214,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|214,497023212
w85__r01_f01,1,1,binary_margin,1,215,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|215,2243607992
w85__r01_f01,1,1,binary_margin,1,216,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|216,3186217977
w85__r01_f01,1,1,binary_margin,1,217,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|217,554663734
w85__r01_f01,1,1,binary_margin,1,218,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|218,1495620216
w85__r01_f01,1,1,binary_margin,1,219,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|219,2391584907
w85__r01_f01,1,1,binary_margin,1,220,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|220,62473707
w85__r01_f01,1,1,binary_margin,1,221,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|221,2529860462
w85__r01_f01,1,1,binary_margin,1,222,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|222,1127767385
w85__r01_f01,1,1,binary_margin,1,223,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|223,2339144356
w85__r01_f01,1,1,binary_margin,1,224,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|224,2917662514
w85__r01_f01,1,1,binary_margin,1,225,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|225,3453755746
w85__r01_f01,1,1,binary_margin,1,226,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|226,304358353
w85__r01_f01,1,1,binary_margin,1,227,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|227,2220403084
w85__r01_f01,1,1,binary_margin,1,228,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|228,1533205372
w85__r01_f01,1,1,binary_margin,1,229,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|229,2812337368
w85__r01_f01,1,1,binary_margin,1,230,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|230,642077243
w85__r01_f01,1,1,binary_margin,1,231,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|231,3878653688
w85__r01_f01,1,1,binary_margin,1,232,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|232,2536050254
w85__r01_f01,1,1,binary_margin,1,233,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|233,717077048
w85__r01_f01,1,1,binary_margin,1,234,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|234,4165570060
w85__r01_f01,1,1,binary_margin,1,235,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|235,143547143
w85__r01_f01,1,1,binary_margin,1,236,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|236,4174489029
w85__r01_f01,1,1,binary_margin,1,237,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|237,2917782756
w85__r01_f01,1,1,binary_margin,1,238,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|238,32812814
w85__r01_f01,1,1,binary_margin,1,239,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|239,3691689471
w85__r01_f01,1,1,binary_margin,1,240,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|240,1486136222
w85__r01_f01,1,1,binary_margin,1,241,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|241,1485666667
w85__r01_f01,1,1,binary_margin,1,242,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|242,2342196190
w85__r01_f01,1,1,binary_margin,1,243,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|243,2191713283
w85__r01_f01,1,1,binary_margin,1,244,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|244,2368183142
w85__r01_f01,1,1,binary_margin,1,245,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|245,3367636577
w85__r01_f01,1,1,binary_margin,1,246,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|246,3360017414
w85__r01_f01,1,1,binary_margin,1,247,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|247,1267547096
w85__r01_f01,1,1,binary_margin,1,248,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|248,2336709892
w85__r01_f01,1,1,binary_margin,1,249,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|249,825625124
w85__r01_f01,1,1,binary_margin,1,250,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|250,511190608
w85__r01_f01,1,1,binary_margin,1,251,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|251,2506669248
w85__r01_f01,1,1,binary_margin,1,252,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|252,2284742202
w85__r01_f01,1,1,binary_margin,1,253,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|253,2669348973
w85__r01_f01,1,1,binary_margin,1,254,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|254,4258347420
w85__r01_f01,1,1,binary_margin,1,255,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|255,1022180251
w85__r01_f01,1,1,binary_margin,1,256,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|256,716859157
w85__r01_f01,1,1,binary_margin,1,257,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|257,1813175345
w85__r01_f01,1,1,binary_margin,1,258,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|258,119719648
w85__r01_f01,1,1,binary_margin,1,259,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|259,2906239890
w85__r01_f01,1,1,binary_margin,1,260,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|260,555003570
w85__r01_f01,1,1,binary_margin,1,261,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|261,2845083080
w85__r01_f01,1,1,binary_margin,1,262,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|262,1768987899
w85__r01_f01,1,1,binary_margin,1,263,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|263,1279815098
w85__r01_f01,1,1,binary_margin,1,264,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|264,4187191639
w85__r01_f01,1,1,binary_margin,1,265,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|265,402989360
w85__r01_f01,1,1,binary_margin,1,266,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|266,3037888971
w85__r01_f01,1,1,binary_margin,1,267,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|267,47732673
w85__r01_f01,1,1,binary_margin,1,268,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|268,2779382638
w85__r01_f01,1,1,binary_margin,1,269,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|269,4106406383
w85__r01_f01,1,1,binary_margin,1,270,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|270,388547841
w85__r01_f01,1,1,binary_margin,1,271,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|271,1576427779
w85__r01_f01,1,1,binary_margin,1,272,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|272,643169909
w85__r01_f01,1,1,binary_margin,1,273,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|273,735644014
w85__r01_f01,1,1,binary_margin,1,274,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|274,3563080401
w85__r01_f01,1,1,binary_margin,1,275,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|275,3621675015
w85__r01_f01,1,1,binary_margin,1,276,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|276,2539033937
w85__r01_f01,1,1,binary_margin,1,277,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|277,4217697790
w85__r01_f01,1,1,binary_margin,1,278,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|278,2401239131
w85__r01_f01,1,1,binary_margin,1,279,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|279,3841573223
w85__r01_f01,1,1,binary_margin,1,280,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|280,2453466794
w85__r01_f01,1,1,binary_margin,1,281,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|281,296880213
w85__r01_f01,1,1,binary_margin,1,282,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|282,2053195716
w85__r01_f01,1,1,binary_margin,1,283,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|283,1517555032
w85__r01_f01,1,1,binary_margin,1,284,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|284,3144918156
w85__r01_f01,1,1,binary_margin,1,285,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|285,1447743166
w85__r01_f01,1,1,binary_margin,1,286,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|286,1452571969
w85__r01_f01,1,1,binary_margin,1,287,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|287,339549812
w85__r01_f01,1,1,binary_margin,1,288,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|288,3446074555
w85__r01_f01,1,1,binary_margin,1,289,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|289,506033554
w85__r01_f01,1,1,binary_margin,1,290,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|290,1643041257
w85__r01_f01,1,1,binary_margin,1,291,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|291,3627942026
w85__r01_f01,1,1,binary_margin,1,292,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|292,2259332482
w85__r01_f01,1,1,binary_margin,1,293,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|293,1443982393
w85__r01_f01,1,1,binary_margin,1,294,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|294,2085674916
w85__r01_f01,1,1,binary_margin,1,295,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|295,2646430930
w85__r01_f01,1,1,binary_margin,1,296,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|296,13713953
w85__r01_f01,1,1,binary_margin,1,297,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|297,570647591
w85__r01_f01,1,1,binary_margin,1,298,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|298,2362449381
w85__r01_f01,1,1,binary_margin,1,299,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|299,1436606402
w85__r01_f01,1,1,binary_margin,1,300,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|300,3768067564
w85__r01_f01,1,1,binary_margin,1,301,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|301,1622924243
w85__r01_f01,1,1,binary_margin,1,302,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|302,2412818718
w85__r01_f01,1,1,binary_margin,1,303,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|303,2177017273
w85__r01_f01,1,1,binary_margin,1,304,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|304,101504297
w85__r01_f01,1,1,binary_margin,1,305,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|305,252751707
w85__r01_f01,1,1,binary_margin,1,306,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|306,735587979
w85__r01_f01,1,1,binary_margin,1,307,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|307,2172433437
w85__r01_f01,1,1,binary_margin,1,308,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|308,4131565448
w85__r01_f01,1,1,binary_margin,1,309,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|309,2377631106
w85__r01_f01,1,1,binary_margin,1,310,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|310,4168506447
w85__r01_f01,1,1,binary_margin,1,311,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|311,576727330
w85__r01_f01,1,1,binary_margin,1,312,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|312,3461107238
w85__r01_f01,1,1,binary_margin,1,313,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|313,1159707266
w85__r01_f01,1,1,binary_margin,1,314,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|314,1459988448
w85__r01_f01,1,1,binary_margin,1,315,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|315,1270603693
w85__r01_f01,1,1,binary_margin,1,316,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|316,1846917316
w85__r01_f01,1,1,binary_margin,1,317,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|317,3203923903
w85__r01_f01,1,1,binary_margin,1,318,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|318,3072576492
w85__r01_f01,1,1,binary_margin,1,319,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|319,2494016004
w85__r01_f01,1,1,binary_margin,1,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_margin|fit|budget|320,1871539771
w85__r01_f01,1,1,binary_random,1,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|01|fit|budget|320,2927582207
w85__r01_f01,1,1,binary_random,2,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|02|fit|budget|320,2531980013
w85__r01_f01,1,1,binary_random,3,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|03|fit|budget|320,2288122981
w85__r01_f01,1,1,binary_random,4,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|04|fit|budget|320,2849986473
w85__r01_f01,1,1,binary_random,5,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|05|fit|budget|320,4020413834
w85__r01_f01,1,1,binary_random,6,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|06|fit|budget|320,1335101727
w85__r01_f01,1,1,binary_random,7,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|07|fit|budget|320,3951401619
w85__r01_f01,1,1,binary_random,8,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|08|fit|budget|320,3351047598
w85__r01_f01,1,1,binary_random,9,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|09|fit|budget|320,1441685476
w85__r01_f01,1,1,binary_random,10,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|10|fit|budget|320,4105366286
w85__r01_f01,1,1,binary_random,11,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|11|fit|budget|320,17672627
w85__r01_f01,1,1,binary_random,12,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|12|fit|budget|320,3621613313
w85__r01_f01,1,1,binary_random,13,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|13|fit|budget|320,1170646172
w85__r01_f01,1,1,binary_random,14,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|14|fit|budget|320,928047572
w85__r01_f01,1,1,binary_random,15,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|15|fit|budget|320,3732219019
w85__r01_f01,1,1,binary_random,16,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|16|fit|budget|320,1143794169
w85__r01_f01,1,1,binary_random,17,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|17|fit|budget|320,1843695679
w85__r01_f01,1,1,binary_random,18,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|18|fit|budget|320,2525044004
w85__r01_f01,1,1,binary_random,19,164,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|19|fit|budget|164,325698430
w85__r01_f01,1,1,binary_random,19,168,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|19|fit|budget|168,3184650920
w85__r01_f01,1,1,binary_random,19,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|19|fit|budget|320,1913092454
w85__r01_f01,1,1,binary_random,20,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|20|fit|budget|320,601652146
w85__r01_f01,1,1,binary_random,21,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|21|fit|budget|320,767493397
w85__r01_f01,1,1,binary_random,22,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|22|fit|budget|320,832111257
w85__r01_f01,1,1,binary_random,23,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|23|fit|budget|320,3149307683
w85__r01_f01,1,1,binary_random,24,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|24|fit|budget|320,3390140219
w85__r01_f01,1,1,binary_random,25,320,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|25|fit|budget|320,3522196577
w85__r01_f01,1,1,binary_random,26,164,week8_5_frozen_confirmation|v1|run|w85__r01_f01|arm|binary_random|continuation|26|fit|budget|164,667390373
