benchmark,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_beta,acquisition_quadrature_nodes,acquisition_alpha,acquisition_selected_normalized_straddle,acquisition_selected_normalized_diversity,acquisition_selected_raw_straddle,acquisition_selected_raw_diversity
branin,random,2,6,11,12,1270,59.009957608207785,False,False,False,1261,null,null,null,null,null,null,null,null
branin,random,2,7,12,13,1491,12.242787885144217,False,False,True,1479,null,null,null,null,null,null,null,null
branin,random,2,8,13,14,268,11.56159827903042,False,False,True,267,null,null,null,null,null,null,null,null
branin,random,2,9,14,15,1167,11.09304438827655,False,False,True,1157,null,null,null,null,null,null,null,null
branin,random,2,10,15,16,569,22.251602120721852,False,False,False,563,null,null,null,null,null,null,null,null
branin,random,2,11,16,17,1431,126.28171844136219,False,False,False,1418,null,null,null,null,null,null,null,null
branin,random,2,12,17,18,1005,6.196576315766073,False,True,True,996,null,null,null,null,null,null,null,null
branin,random,2,13,18,19,140,0.9877177088223839,True,True,True,140,null,null,null,null,null,null,null,null
branin,random,2,14,19,20,1146,27.19971610283146,False,False,False,1133,null,null,null,null,null,null,null,null
branin,random,2,15,20,21,1128,24.822318571996956,False,False,False,1115,null,null,null,null,null,null,null,null
branin,random,2,16,21,22,1111,2.2177145747401745,True,True,True,1099,null,null,null,null,null,null,null,null
branin,random,2,17,22,23,1096,45.62194160545425,False,False,False,1084,null,null,null,null,null,null,null,null
branin,random,2,18,23,24,1336,15.519946446691105,False,False,False,1317,null,null,null,null,null,null,null,null
branin,random,2,19,24,25,544,47.60808415448885,False,False,False,537,null,null,null,null,null,null,null,null
branin,random,2,20,25,26,927,96.49080341194399,False,False,False,916,null,null,null,null,null,null,null,null
branin,random,2,21,26,27,681,14.005758686245574,False,False,False,672,null,null,null,null,null,null,null,null
branin,random,2,22,27,28,570,14.676081534307684,False,False,False,561,null,null,null,null,null,null,null,null
branin,random,2,23,28,29,679,135.9418187084169,False,False,False,669,null,null,null,null,null,null,null,null
branin,random,2,24,29,30,666,116.02516928444103,False,False,False,656,null,null,null,null,null,null,null,null
branin,random,2,25,30,31,1094,3.9371304387655393,True,True,True,1076,null,null,null,null,null,null,null,null
branin,random,2,26,31,32,812,102.49834201996958,False,False,False,798,null,null,null,null,null,null,null,null
branin,random,2,27,32,33,68,7.970065105967933,False,True,True,68,null,null,null,null,null,null,null,null
branin,random,2,28,33,34,1135,6.469973914385292,False,True,True,1110,null,null,null,null,null,null,null,null
branin,random,2,29,34,35,319,22.627959585677644,False,False,False,315,null,null,null,null,null,null,null,null
branin,random,2,30,35,36,922,32.28052786694077,False,False,False,904,null,null,null,null,null,null,null,null
branin,random,2,31,36,37,518,12.85973044964404,False,False,True,510,null,null,null,null,null,null,null,null
branin,random,2,32,37,38,981,27.38263107830828,False,False,False,960,null,null,null,null,null,null,null,null
branin,random,2,33,38,39,83,87.58507202274133,False,False,False,82,null,null,null,null,null,null,null,null
branin,random,2,34,39,40,228,6.108156406748122,False,True,True,224,null,null,null,null,null,null,null,null
branin,random,2,35,40,41,399,18.90473893486641,False,False,False,392,null,null,null,null,null,null,null,null
branin,random,2,36,41,42,615,8.0364839221429,False,True,True,599,null,null,null,null,null,null,null,null
branin,random,2,37,42,43,401,52.62769409656437,False,False,False,393,null,null,null,null,null,null,null,null
branin,random,2,38,43,44,1214,134.86943116658728,False,False,False,1177,null,null,null,null,null,null,null,null
branin,random,2,39,44,45,167,13.5924521903644,False,False,False,163,null,null,null,null,null,null,null,null
branin,random,2,40,45,46,787,24.29877704565213,False,False,False,764,null,null,null,null,null,null,null,null
branin,random,2,41,46,47,999,3.254250123730131,True,True,True,970,null,null,null,null,null,null,null,null
branin,random,2,42,47,48,295,33.968407429717196,False,False,False,288,null,null,null,null,null,null,null,null
branin,random,2,43,48,49,260,20.280509927011877,False,False,False,254,null,null,null,null,null,null,null,null
branin,random,2,44,49,50,1384,0.9763186353576145,True,True,True,1339,null,null,null,null,null,null,null,null
branin,random,3,1,6,7,1196,18.747211676457102,False,False,False,1191,null,null,null,null,null,null,null,null
branin,random,3,2,7,8,1156,17.29752472158345,False,False,False,1151,null,null,null,null,null,null,null,null
branin,random,3,3,8,9,843,26.45117235932606,False,False,False,841,null,null,null,null,null,null,null,null
branin,random,3,4,9,10,1160,38.14561073468934,False,False,False,1153,null,null,null,null,null,null,null,null
branin,random,3,5,10,11,890,120.79901391217928,False,False,False,887,null,null,null,null,null,null,null,null
branin,random,3,6,11,12,496,27.519536355589274,False,False,False,495,null,null,null,null,null,null,null,null
branin,random,3,7,12,13,563,26.241120510789386,False,False,False,560,null,null,null,null,null,null,null,null
branin,random,3,8,13,14,1035,7.316100829879936,False,True,True,1028,null,null,null,null,null,null,null,null
branin,random,3,9,14,15,1264,171.90362082714378,False,False,False,1250,null,null,null,null,null,null,null,null
branin,random,3,10,15,16,1391,21.556527361251405,False,False,False,1376,null,null,null,null,null,null,null,null
branin,random,3,11,16,17,870,44.23277753912001,False,False,False,865,null,null,null,null,null,null,null,null
branin,random,3,12,17,18,748,12.028788511597185,False,False,True,744,null,null,null,null,null,null,null,null
branin,random,3,13,18,19,847,26.451572653599627,False,False,False,841,null,null,null,null,null,null,null,null
branin,random,3,14,19,20,178,12.424166569856645,False,False,False,177,null,null,null,null,null,null,null,null
branin,random,3,15,20,21,123,53.78743684479393,False,False,False,122,null,null,null,null,null,null,null,null
branin,random,3,16,21,22,474,20.573730579410977,False,False,False,471,null,null,null,null,null,null,null,null
branin,random,3,17,22,23,136,5.033249717336247,True,True,True,134,null,null,null,null,null,null,null,null
branin,random,3,18,23,24,382,26.552066477301167,False,False,False,378,null,null,null,null,null,null,null,null
branin,random,3,19,24,25,59,54.65943568290403,False,False,False,58,null,null,null,null,null,null,null,null
branin,random,3,20,25,26,586,22.14842123015662,False,False,False,576,null,null,null,null,null,null,null,null
branin,random,3,21,26,27,1207,21.514889659626952,False,False,False,1184,null,null,null,null,null,null,null,null
branin,random,3,22,27,28,502,11.012630940933548,False,False,True,493,null,null,null,null,null,null,null,null
branin,random,3,23,28,29,1208,97.87950360303277,False,False,False,1183,null,null,null,null,null,null,null,null
branin,random,3,24,29,30,508,178.26897729639435,False,False,False,498,null,null,null,null,null,null,null,null
branin,random,3,25,30,31,919,6.323683562577472,False,True,True,900,null,null,null,null,null,null,null,null
branin,random,3,26,31,32,1316,16.095733033305848,False,False,False,1286,null,null,null,null,null,null,null,null
branin,random,3,27,32,33,881,83.77458190010124,False,False,False,864,null,null,null,null,null,null,null,null
branin,random,3,28,33,34,222,107.55664543258584,False,False,False,217,null,null,null,null,null,null,null,null
branin,random,3,29,34,35,1023,8.475379828736948,False,True,True,1001,null,null,null,null,null,null,null,null
branin,random,3,30,35,36,625,10.526553707979474,False,False,True,611,null,null,null,null,null,null,null,null
branin,random,3,31,36,37,462,35.086215779050576,False,False,False,455,null,null,null,null,null,null,null,null
branin,random,3,32,37,38,372,27.395936981071905,False,False,False,366,null,null,null,null,null,null,null,null
branin,random,3,33,38,39,1126,20.61320515756232,False,False,False,1097,null,null,null,null,null,null,null,null
branin,random,3,34,39,40,291,35.31058713553085,False,False,False,285,null,null,null,null,null,null,null,null
branin,random,3,35,40,41,553,0.4771108472949237,True,True,True,538,null,null,null,null,null,null,null,null
branin,random,3,36,41,42,182,11.7149247170806,False,False,True,177,null,null,null,null,null,null,null,null
branin,random,3,37,42,43,1048,10.486066695061602,False,False,True,1018,null,null,null,null,null,null,null,null
branin,random,3,38,43,44,1283,20.39510025934424,False,False,False,1242,null,null,null,null,null,null,null,null
branin,random,3,39,44,45,1256,71.87694928248523,False,False,False,1216,null,null,null,null,null,null,null,null
branin,random,3,40,45,46,1270,32.5545546297477,False,False,False,1228,null,null,null,null,null,null,null,null
branin,random,3,41,46,47,117,24.44846220737188,False,False,False,115,null,null,null,null,null,null,null,null
branin,random,3,42,47,48,745,89.28903820181644,False,False,False,724,null,null,null,null,null,null,null,null
branin,random,3,43,48,49,1416,145.62481071260675,False,False,False,1368,null,null,null,null,null,null,null,null
branin,random,3,44,49,50,217,9.361352535947919,False,False,True,210,null,null,null,null,null,null,null,null
branin,random,4,1,6,7,1035,31.418134676780348,False,False,False,1031,null,null,null,null,null,null,null,null
branin,random,4,2,7,8,91,28.710188609326586,False,False,False,90,null,null,null,null,null,null,null,null
branin,random,4,3,8,9,1343,10.660850499514474,False,False,True,1336,null,null,null,null,null,null,null,null
branin,random,4,4,9,10,98,106.5236098210421,False,False,False,96,null,null,null,null,null,null,null,null
branin,random,4,5,10,11,1238,10.831551561197816,False,False,True,1230,null,null,null,null,null,null,null,null
branin,random,4,6,11,12,729,103.65817725346818,False,False,False,724,null,null,null,null,null,null,null,null
branin,random,4,7,12,13,1141,10.459838245901068,False,False,True,1132,null,null,null,null,null,null,null,null
branin,random,4,8,13,14,104,163.41180788470584,False,False,False,101,null,null,null,null,null,null,null,null
branin,random,4,9,14,15,499,4.360254524464622,True,True,True,493,null,null,null,null,null,null,null,null
branin,random,4,10,15,16,6,44.0495970525306,False,False,False,6,null,null,null,null,null,null,null,null
branin,random,4,11,16,17,447,9.502290753274288,False,False,True,441,null,null,null,null,null,null,null,null
branin,random,4,12,17,18,1003,24.530119886301378,False,False,False,992,null,null,null,null,null,null,null,null
branin,random,4,13,18,19,563,0.36441483270499475,True,True,True,554,null,null,null,null,null,null,null,null
branin,random,4,14,19,20,1366,112.12375488390464,False,False,False,1347,null,null,null,null,null,null,null,null
branin,random,4,15,20,21,682,142.067851865737,False,False,False,672,null,null,null,null,null,null,null,null
branin,random,4,16,21,22,837,13.9057106978168,False,False,False,825,null,null,null,null,null,null,null,null
branin,random,4,17,22,23,272,40.34486156161677,False,False,False,266,null,null,null,null,null,null,null,null
branin,random,4,18,23,24,346,156.43372335273588,False,False,False,339,null,null,null,null,null,null,null,null
branin,random,4,19,24,25,1432,24.999158264464782,False,False,False,1408,null,null,null,null,null,null,null,null
branin,random,4,20,25,26,192,22.684820210230647,False,False,False,186,null,null,null,null,null,null,null,null
branin,random,4,21,26,27,1021,41.93792740289015,False,False,False,1003,null,null,null,null,null,null,null,null
branin,random,4,22,27,28,1271,23.76769772275759,False,False,False,1248,null,null,null,null,null,null,null,null
branin,random,4,23,28,29,504,1.7461326918354274,True,True,True,492,null,null,null,null,null,null,null,null
branin,random,4,24,29,30,1417,94.29365324152627,False,False,False,1389,null,null,null,null,null,null,null,null
branin,random,4,25,30,31,1015,43.79217272574641,False,False,False,996,null,null,null,null,null,null,null,null
branin,random,4,26,31,32,612,54.19382559213609,False,False,False,598,null,null,null,null,null,null,null,null
branin,random,4,27,32,33,358,17.679535449068812,False,False,False,349,null,null,null,null,null,null,null,null
branin,random,4,28,33,34,1464,58.14704755384325,False,False,False,1431,null,null,null,null,null,null,null,null
branin,random,4,29,34,35,595,17.609175683558327,False,False,False,580,null,null,null,null,null,null,null,null
branin,random,4,30,35,36,39,37.155565666314686,False,False,False,37,null,null,null,null,null,null,null,null
branin,random,4,31,36,37,1086,74.52216988522507,False,False,False,1059,null,null,null,null,null,null,null,null
branin,random,4,32,37,38,14,4.730162451190637,True,True,True,13,null,null,null,null,null,null,null,null
branin,random,4,33,38,39,1273,4.363701772440507,True,True,True,1241,null,null,null,null,null,null,null,null
branin,random,4,34,39,40,538,11.438485966599885,False,False,True,522,null,null,null,null,null,null,null,null
branin,random,4,35,40,41,660,51.36604540877663,False,False,False,640,null,null,null,null,null,null,null,null
branin,random,4,36,41,42,1458,164.46754050550902,False,False,False,1418,null,null,null,null,null,null,null,null
branin,random,4,37,42,43,392,84.79150937431527,False,False,False,380,null,null,null,null,null,null,null,null
branin,random,4,38,43,44,619,26.288388407913477,False,False,False,598,null,null,null,null,null,null,null,null
branin,random,4,39,44,45,666,25.479358189894228,False,False,False,643,null,null,null,null,null,null,null,null
branin,random,4,40,45,46,1270,25.68871947709895,False,False,False,1234,null,null,null,null,null,null,null,null
branin,random,4,41,46,47,693,13.557943359796656,False,False,False,668,null,null,null,null,null,null,null,null
branin,random,4,42,47,48,899,18.844788902294184,False,False,False,871,null,null,null,null,null,null,null,null
branin,random,4,43,48,49,1078,110.97644421771889,False,False,False,1044,null,null,null,null,null,null,null,null
branin,random,4,44,49,50,1053,21.111113201733087,False,False,False,1019,null,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,1,6,7,13,110.69330734985172,False,False,False,13,-4.990366802046864e-12,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,2,7,8,134,4.519286021858228,True,True,True,132,-2.823995543089812e-08,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,3,8,9,636,9.509472795290442,False,False,True,630,-8.022873451272537e-05,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,4,9,10,1181,51.819246359621985,False,False,False,1173,-0.00014924617165930002,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,5,10,11,1,209.32429766383956,False,False,False,1,-0.00015537417078580272,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,6,11,12,1106,24.977558142747533,False,False,False,1097,-0.0002843332917550397,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,7,12,13,1062,9.452459842280206,False,False,True,1053,-0.00036579947274653635,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,8,13,14,257,17.13466500759828,False,False,False,251,-0.00047420069844180453,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,9,14,15,1390,5.210305187240969,False,True,True,1377,-0.0009708766691287132,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,10,15,16,944,24.053445627711262,False,False,False,934,-0.0011220304134855477,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,11,16,17,501,13.107751048851505,False,False,False,494,-0.00048130000432355935,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,12,17,18,77,3.9930886259584,True,True,True,74,-0.00028934386660360025,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,13,18,19,623,21.618898126240158,False,False,False,613,-0.000443044949423507,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,14,19,20,1260,170.62145775410877,False,False,False,1243,-0.0018220570781966325,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,15,20,21,48,17.86775148322078,False,False,False,45,-0.0029427533791167027,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,16,21,22,979,37.80887896937415,False,False,False,964,-0.005124898439688153,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,17,22,23,819,7.306867404927246,False,True,True,805,-0.004815164671234107,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,18,23,24,20,19.633304837862283,False,False,False,18,-0.0011703432117940982,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,19,24,25,1230,9.06856232310895,False,False,True,1209,-0.004239613512919377,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,20,25,26,1028,54.44015414341841,False,False,False,1010,-0.0018838801402939272,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,21,26,27,719,4.178423718109389,True,True,True,704,-0.00602078772593323,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,22,27,28,929,1.6384280113108893,True,True,True,912,-0.0017440729029986057,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,23,28,29,883,19.402682234355808,False,False,False,866,-0.005398414244365768,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,24,29,30,938,14.757838216555117,False,False,False,919,-0.006988636958456873,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,25,30,31,746,0.986746969345262,True,True,True,730,-0.01154736306414996,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,26,31,32,399,104.58209251657581,False,False,False,389,-0.00440797704992589,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,27,32,33,862,48.18372806034482,False,False,False,843,-0.006274109970242803,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,28,33,34,39,7.556761788346975,False,True,True,35,-0.013347103085090711,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,29,34,35,687,7.1241819240849935,False,True,True,671,-0.013600518122220105,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,30,35,36,984,10.64576464876334,False,False,True,957,-0.003541728720236781,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,31,36,37,404,33.27659392278757,False,False,False,392,-0.004959438410506039,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,32,37,38,306,7.8934170695171275,False,True,True,295,-0.013855916853480785,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,33,38,39,1322,77.81932706840684,False,False,False,1286,-0.009174770690674405,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,34,39,40,418,46.47485212517097,False,False,False,404,-0.0028082328653065147,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,35,40,41,1025,1.0529729738778109,True,True,True,994,-0.003189781326338015,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,36,41,42,976,15.881826663154243,False,False,False,947,-0.0006331461782589835,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,37,42,43,893,5.179192619733435,False,True,True,867,-0.005053135180498167,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,38,43,44,100,2.6615628617721896,True,True,True,93,-0.003994475045268675,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,39,44,45,347,11.117961636246779,False,False,True,334,-0.002438586714555102,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,40,45,46,1328,1.3967161011682983,True,True,True,1285,-0.0026945053260834235,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,41,46,47,450,8.135268254537174,False,True,True,433,-0.005165997134599365,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,42,47,48,155,3.71194237394117,True,True,True,146,-0.007031518666085937,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,43,48,49,1176,13.432100807679248,False,False,False,1135,-0.0025674861555877726,null,null,null,null,null,null,null
branin,smallest_abs_mu,0,44,49,50,634,4.503604985256828,True,True,True,612,-0.0006294048839502334,null,null,null,null,null,null,null
branin,smallest_abs_mu,1,1,6,7,664,25.707174844508003,False,False,False,661,-2.7094354415204135e-10,null,null,null,null,null,null,null
branin,smallest_abs_mu,1,2,7,8,268,123.94304504718056,False,False,False,267,-1.3234358915954447e-09,null,null,null,null,null,null,null
branin,smallest_abs_mu,1,3,8,9,108,146.55551689330122,False,False,False,107,-8.542148090647168e-07,null,null,null,null,null,null,null
branin,smallest_abs_mu,1,4,9,10,1100,115.80708567805894,False,False,False,1094,-1.11972868267079e-06,null,null,null,null,null,null,null
