benchmark_population,run_id,method,split_sha256,warm_start_sha256,candidate_pool_is_outer_training_only,test_set_never_queried,test_labels_used_for_fitting,test_responses_used_for_fitting,hidden_pool_labels_used_for_acquisition,hidden_pool_responses_used_for_acquisition,empirical_boundary_used_for_acquisition,common_final_budget,fixed_outer_training_pool_input_scaler,query_local_response_scaler
primary_common,primary_common__r03_f03,binary_margin,6adec09407056ce1e57f1a78eeaa9661ba9fee98ba3117a8698d5f6045b855cf,3a1987b2adf1f5413f9006217b1c448e9a6e0922031264a0d77c63cc7839b93e,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r03_f03,binary_uncertainty_repulsion,6adec09407056ce1e57f1a78eeaa9661ba9fee98ba3117a8698d5f6045b855cf,3a1987b2adf1f5413f9006217b1c448e9a6e0922031264a0d77c63cc7839b93e,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r03_f04,max_depth_random,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r03_f04,max_depth_boundary_proximity,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r03_f04,max_depth_straddle,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r03_f04,max_depth_randomized_straddle,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r03_f04,max_depth_expected_feasibility,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r03_f04,binary_random,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r03_f04,binary_margin,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r03_f04,binary_uncertainty_repulsion,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r03_f05,max_depth_random,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r03_f05,max_depth_boundary_proximity,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r03_f05,max_depth_straddle,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r03_f05,max_depth_randomized_straddle,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r03_f05,max_depth_expected_feasibility,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r03_f05,binary_random,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r03_f05,binary_margin,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r03_f05,binary_uncertainty_repulsion,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f01,max_depth_random,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f01,max_depth_boundary_proximity,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f01,max_depth_straddle,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f01,max_depth_randomized_straddle,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f01,max_depth_expected_feasibility,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f01,binary_random,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f01,binary_margin,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f01,binary_uncertainty_repulsion,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f02,max_depth_random,83acfa3e6395e7da7a1f16df0e1913c1f3371ae5508c69b68351555a4b20947c,41934d6c8a6e7f7f13053c3b803b7def77bcd1ab55d5c33ebaa6f457f920991f,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f02,max_depth_boundary_proximity,83acfa3e6395e7da7a1f16df0e1913c1f3371ae5508c69b68351555a4b20947c,41934d6c8a6e7f7f13053c3b803b7def77bcd1ab55d5c33ebaa6f457f920991f,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f02,max_depth_straddle,83acfa3e6395e7da7a1f16df0e1913c1f3371ae5508c69b68351555a4b20947c,41934d6c8a6e7f7f13053c3b803b7def77bcd1ab55d5c33ebaa6f457f920991f,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f02,max_depth_randomized_straddle,83acfa3e6395e7da7a1f16df0e1913c1f3371ae5508c69b68351555a4b20947c,41934d6c8a6e7f7f13053c3b803b7def77bcd1ab55d5c33ebaa6f457f920991f,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f02,max_depth_expected_feasibility,83acfa3e6395e7da7a1f16df0e1913c1f3371ae5508c69b68351555a4b20947c,41934d6c8a6e7f7f13053c3b803b7def77bcd1ab55d5c33ebaa6f457f920991f,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f02,binary_random,83acfa3e6395e7da7a1f16df0e1913c1f3371ae5508c69b68351555a4b20947c,41934d6c8a6e7f7f13053c3b803b7def77bcd1ab55d5c33ebaa6f457f920991f,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f02,binary_margin,83acfa3e6395e7da7a1f16df0e1913c1f3371ae5508c69b68351555a4b20947c,41934d6c8a6e7f7f13053c3b803b7def77bcd1ab55d5c33ebaa6f457f920991f,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f02,binary_uncertainty_repulsion,83acfa3e6395e7da7a1f16df0e1913c1f3371ae5508c69b68351555a4b20947c,41934d6c8a6e7f7f13053c3b803b7def77bcd1ab55d5c33ebaa6f457f920991f,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f03,max_depth_random,3e8fce54aab0760abe88cd985ed2683893b44d2df80d9314d4485cbf702b6ea6,805b0b54c93912c802c67fd3a86e18ee53c2db17f61a55fe8f52ef9d1bac287a,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f03,max_depth_boundary_proximity,3e8fce54aab0760abe88cd985ed2683893b44d2df80d9314d4485cbf702b6ea6,805b0b54c93912c802c67fd3a86e18ee53c2db17f61a55fe8f52ef9d1bac287a,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f03,max_depth_straddle,3e8fce54aab0760abe88cd985ed2683893b44d2df80d9314d4485cbf702b6ea6,805b0b54c93912c802c67fd3a86e18ee53c2db17f61a55fe8f52ef9d1bac287a,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f03,max_depth_randomized_straddle,3e8fce54aab0760abe88cd985ed2683893b44d2df80d9314d4485cbf702b6ea6,805b0b54c93912c802c67fd3a86e18ee53c2db17f61a55fe8f52ef9d1bac287a,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f03,max_depth_expected_feasibility,3e8fce54aab0760abe88cd985ed2683893b44d2df80d9314d4485cbf702b6ea6,805b0b54c93912c802c67fd3a86e18ee53c2db17f61a55fe8f52ef9d1bac287a,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f03,binary_random,3e8fce54aab0760abe88cd985ed2683893b44d2df80d9314d4485cbf702b6ea6,805b0b54c93912c802c67fd3a86e18ee53c2db17f61a55fe8f52ef9d1bac287a,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f03,binary_margin,3e8fce54aab0760abe88cd985ed2683893b44d2df80d9314d4485cbf702b6ea6,805b0b54c93912c802c67fd3a86e18ee53c2db17f61a55fe8f52ef9d1bac287a,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f03,binary_uncertainty_repulsion,3e8fce54aab0760abe88cd985ed2683893b44d2df80d9314d4485cbf702b6ea6,805b0b54c93912c802c67fd3a86e18ee53c2db17f61a55fe8f52ef9d1bac287a,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f04,max_depth_random,ac09836b3c024662acb50a2cc7d58da92c4c3e17b64d6d67ad2181fd9f2af520,8cfc4e7b5132b8e0c093c87005ccd09c755f3f7024859c83a3c2d1ef86cf539b,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f04,max_depth_boundary_proximity,ac09836b3c024662acb50a2cc7d58da92c4c3e17b64d6d67ad2181fd9f2af520,8cfc4e7b5132b8e0c093c87005ccd09c755f3f7024859c83a3c2d1ef86cf539b,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f04,max_depth_straddle,ac09836b3c024662acb50a2cc7d58da92c4c3e17b64d6d67ad2181fd9f2af520,8cfc4e7b5132b8e0c093c87005ccd09c755f3f7024859c83a3c2d1ef86cf539b,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f04,max_depth_randomized_straddle,ac09836b3c024662acb50a2cc7d58da92c4c3e17b64d6d67ad2181fd9f2af520,8cfc4e7b5132b8e0c093c87005ccd09c755f3f7024859c83a3c2d1ef86cf539b,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f04,max_depth_expected_feasibility,ac09836b3c024662acb50a2cc7d58da92c4c3e17b64d6d67ad2181fd9f2af520,8cfc4e7b5132b8e0c093c87005ccd09c755f3f7024859c83a3c2d1ef86cf539b,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f04,binary_random,ac09836b3c024662acb50a2cc7d58da92c4c3e17b64d6d67ad2181fd9f2af520,8cfc4e7b5132b8e0c093c87005ccd09c755f3f7024859c83a3c2d1ef86cf539b,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f04,binary_margin,ac09836b3c024662acb50a2cc7d58da92c4c3e17b64d6d67ad2181fd9f2af520,8cfc4e7b5132b8e0c093c87005ccd09c755f3f7024859c83a3c2d1ef86cf539b,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f04,binary_uncertainty_repulsion,ac09836b3c024662acb50a2cc7d58da92c4c3e17b64d6d67ad2181fd9f2af520,8cfc4e7b5132b8e0c093c87005ccd09c755f3f7024859c83a3c2d1ef86cf539b,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f05,max_depth_random,fccc5e63f102c33c8e060efe1743d3bd7b8f4cba4225fa4f2285f0444ccbc7d3,7eedf936eead439003e8b393eb6f9bba176e62f48b8a9c700740a7c3ac25ce77,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f05,max_depth_boundary_proximity,fccc5e63f102c33c8e060efe1743d3bd7b8f4cba4225fa4f2285f0444ccbc7d3,7eedf936eead439003e8b393eb6f9bba176e62f48b8a9c700740a7c3ac25ce77,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f05,max_depth_straddle,fccc5e63f102c33c8e060efe1743d3bd7b8f4cba4225fa4f2285f0444ccbc7d3,7eedf936eead439003e8b393eb6f9bba176e62f48b8a9c700740a7c3ac25ce77,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f05,max_depth_randomized_straddle,fccc5e63f102c33c8e060efe1743d3bd7b8f4cba4225fa4f2285f0444ccbc7d3,7eedf936eead439003e8b393eb6f9bba176e62f48b8a9c700740a7c3ac25ce77,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f05,max_depth_expected_feasibility,fccc5e63f102c33c8e060efe1743d3bd7b8f4cba4225fa4f2285f0444ccbc7d3,7eedf936eead439003e8b393eb6f9bba176e62f48b8a9c700740a7c3ac25ce77,True,True,False,False,False,False,False,80,True,True
primary_common,primary_common__r04_f05,binary_random,fccc5e63f102c33c8e060efe1743d3bd7b8f4cba4225fa4f2285f0444ccbc7d3,7eedf936eead439003e8b393eb6f9bba176e62f48b8a9c700740a7c3ac25ce77,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f05,binary_margin,fccc5e63f102c33c8e060efe1743d3bd7b8f4cba4225fa4f2285f0444ccbc7d3,7eedf936eead439003e8b393eb6f9bba176e62f48b8a9c700740a7c3ac25ce77,True,True,False,False,False,False,False,80,True,False
primary_common,primary_common__r04_f05,binary_uncertainty_repulsion,fccc5e63f102c33c8e060efe1743d3bd7b8f4cba4225fa4f2285f0444ccbc7d3,7eedf936eead439003e8b393eb6f9bba176e62f48b8a9c700740a7c3ac25ce77,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r01_f01,g3_random,d3122846ede703bcc87baaddbf1093fc5c4879695132addd89c58270e1b4bdcf,bcca39ca84cc4c8c0ea5258529c2d24df6976c1466b9b3155e8321c594a4a878,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f01,g3_straddle,d3122846ede703bcc87baaddbf1093fc5c4879695132addd89c58270e1b4bdcf,bcca39ca84cc4c8c0ea5258529c2d24df6976c1466b9b3155e8321c594a4a878,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f01,max_depth_g3_common_random,d3122846ede703bcc87baaddbf1093fc5c4879695132addd89c58270e1b4bdcf,bcca39ca84cc4c8c0ea5258529c2d24df6976c1466b9b3155e8321c594a4a878,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f01,max_depth_g3_common_straddle,d3122846ede703bcc87baaddbf1093fc5c4879695132addd89c58270e1b4bdcf,bcca39ca84cc4c8c0ea5258529c2d24df6976c1466b9b3155e8321c594a4a878,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f01,binary_g3_common_random,d3122846ede703bcc87baaddbf1093fc5c4879695132addd89c58270e1b4bdcf,bcca39ca84cc4c8c0ea5258529c2d24df6976c1466b9b3155e8321c594a4a878,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r01_f01,binary_g3_common_margin,d3122846ede703bcc87baaddbf1093fc5c4879695132addd89c58270e1b4bdcf,bcca39ca84cc4c8c0ea5258529c2d24df6976c1466b9b3155e8321c594a4a878,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r01_f02,g3_random,31290783af24fb054aaddcda51b0903bd4c988a7ff7c65594d701483a1a21544,bb253606f3ed4fb698c376454c4b37713329063b0c74606256dc44ea2b32bc99,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f02,g3_straddle,31290783af24fb054aaddcda51b0903bd4c988a7ff7c65594d701483a1a21544,bb253606f3ed4fb698c376454c4b37713329063b0c74606256dc44ea2b32bc99,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f02,max_depth_g3_common_random,31290783af24fb054aaddcda51b0903bd4c988a7ff7c65594d701483a1a21544,bb253606f3ed4fb698c376454c4b37713329063b0c74606256dc44ea2b32bc99,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f02,max_depth_g3_common_straddle,31290783af24fb054aaddcda51b0903bd4c988a7ff7c65594d701483a1a21544,bb253606f3ed4fb698c376454c4b37713329063b0c74606256dc44ea2b32bc99,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f02,binary_g3_common_random,31290783af24fb054aaddcda51b0903bd4c988a7ff7c65594d701483a1a21544,bb253606f3ed4fb698c376454c4b37713329063b0c74606256dc44ea2b32bc99,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r01_f02,binary_g3_common_margin,31290783af24fb054aaddcda51b0903bd4c988a7ff7c65594d701483a1a21544,bb253606f3ed4fb698c376454c4b37713329063b0c74606256dc44ea2b32bc99,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r01_f03,g3_random,8d815714df98c7ede87bc9bcc6ba3bdaf7b9e11a1e687c21582b6a448d050180,54b8c1884b6de8a80e256d51cfecc993024679aa94ce7ef46a187187cde76311,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f03,g3_straddle,8d815714df98c7ede87bc9bcc6ba3bdaf7b9e11a1e687c21582b6a448d050180,54b8c1884b6de8a80e256d51cfecc993024679aa94ce7ef46a187187cde76311,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f03,max_depth_g3_common_random,8d815714df98c7ede87bc9bcc6ba3bdaf7b9e11a1e687c21582b6a448d050180,54b8c1884b6de8a80e256d51cfecc993024679aa94ce7ef46a187187cde76311,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f03,max_depth_g3_common_straddle,8d815714df98c7ede87bc9bcc6ba3bdaf7b9e11a1e687c21582b6a448d050180,54b8c1884b6de8a80e256d51cfecc993024679aa94ce7ef46a187187cde76311,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f03,binary_g3_common_random,8d815714df98c7ede87bc9bcc6ba3bdaf7b9e11a1e687c21582b6a448d050180,54b8c1884b6de8a80e256d51cfecc993024679aa94ce7ef46a187187cde76311,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r01_f03,binary_g3_common_margin,8d815714df98c7ede87bc9bcc6ba3bdaf7b9e11a1e687c21582b6a448d050180,54b8c1884b6de8a80e256d51cfecc993024679aa94ce7ef46a187187cde76311,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r01_f04,g3_random,0625b543871e0b4365112c8cd558e0f5277aed30c624d1bcd08ec968fa5d0db4,e9f0acea1a0a4b76b29baa0b765f3a175bd77b2f05c2b711810bb6b5c48f5808,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f04,g3_straddle,0625b543871e0b4365112c8cd558e0f5277aed30c624d1bcd08ec968fa5d0db4,e9f0acea1a0a4b76b29baa0b765f3a175bd77b2f05c2b711810bb6b5c48f5808,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f04,max_depth_g3_common_random,0625b543871e0b4365112c8cd558e0f5277aed30c624d1bcd08ec968fa5d0db4,e9f0acea1a0a4b76b29baa0b765f3a175bd77b2f05c2b711810bb6b5c48f5808,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f04,max_depth_g3_common_straddle,0625b543871e0b4365112c8cd558e0f5277aed30c624d1bcd08ec968fa5d0db4,e9f0acea1a0a4b76b29baa0b765f3a175bd77b2f05c2b711810bb6b5c48f5808,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f04,binary_g3_common_random,0625b543871e0b4365112c8cd558e0f5277aed30c624d1bcd08ec968fa5d0db4,e9f0acea1a0a4b76b29baa0b765f3a175bd77b2f05c2b711810bb6b5c48f5808,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r01_f04,binary_g3_common_margin,0625b543871e0b4365112c8cd558e0f5277aed30c624d1bcd08ec968fa5d0db4,e9f0acea1a0a4b76b29baa0b765f3a175bd77b2f05c2b711810bb6b5c48f5808,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r01_f05,g3_random,d3d5e05fc8ec4b116d0e02f34f82370e6330f42d4b35fa6f89c4d9608d55a750,b826d8e661b40d3abe2cba599906a1b344476a9edf8b29fc2c96671db829580b,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f05,g3_straddle,d3d5e05fc8ec4b116d0e02f34f82370e6330f42d4b35fa6f89c4d9608d55a750,b826d8e661b40d3abe2cba599906a1b344476a9edf8b29fc2c96671db829580b,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f05,max_depth_g3_common_random,d3d5e05fc8ec4b116d0e02f34f82370e6330f42d4b35fa6f89c4d9608d55a750,b826d8e661b40d3abe2cba599906a1b344476a9edf8b29fc2c96671db829580b,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f05,max_depth_g3_common_straddle,d3d5e05fc8ec4b116d0e02f34f82370e6330f42d4b35fa6f89c4d9608d55a750,b826d8e661b40d3abe2cba599906a1b344476a9edf8b29fc2c96671db829580b,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r01_f05,binary_g3_common_random,d3d5e05fc8ec4b116d0e02f34f82370e6330f42d4b35fa6f89c4d9608d55a750,b826d8e661b40d3abe2cba599906a1b344476a9edf8b29fc2c96671db829580b,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r01_f05,binary_g3_common_margin,d3d5e05fc8ec4b116d0e02f34f82370e6330f42d4b35fa6f89c4d9608d55a750,b826d8e661b40d3abe2cba599906a1b344476a9edf8b29fc2c96671db829580b,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r02_f01,g3_random,a1b9771769060eb2d8f6eb6e0b240026210acfbe21caa1a8470499b55487bf22,91c425023bc4ac0353b60e0c61f720e50f034651c018366ad41f3d439e700a43,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r02_f01,g3_straddle,a1b9771769060eb2d8f6eb6e0b240026210acfbe21caa1a8470499b55487bf22,91c425023bc4ac0353b60e0c61f720e50f034651c018366ad41f3d439e700a43,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r02_f01,max_depth_g3_common_random,a1b9771769060eb2d8f6eb6e0b240026210acfbe21caa1a8470499b55487bf22,91c425023bc4ac0353b60e0c61f720e50f034651c018366ad41f3d439e700a43,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r02_f01,max_depth_g3_common_straddle,a1b9771769060eb2d8f6eb6e0b240026210acfbe21caa1a8470499b55487bf22,91c425023bc4ac0353b60e0c61f720e50f034651c018366ad41f3d439e700a43,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r02_f01,binary_g3_common_random,a1b9771769060eb2d8f6eb6e0b240026210acfbe21caa1a8470499b55487bf22,91c425023bc4ac0353b60e0c61f720e50f034651c018366ad41f3d439e700a43,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r02_f01,binary_g3_common_margin,a1b9771769060eb2d8f6eb6e0b240026210acfbe21caa1a8470499b55487bf22,91c425023bc4ac0353b60e0c61f720e50f034651c018366ad41f3d439e700a43,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r02_f02,g3_random,ff8f0a1f60e415f21bcacd4248ea4ea6dc5e7644cfbb06ed359bee611d58214f,b3f4d3fb6d90ff7a04df8a9c572c8e341dd15f05209db8092c9af166694c31ff,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r02_f02,g3_straddle,ff8f0a1f60e415f21bcacd4248ea4ea6dc5e7644cfbb06ed359bee611d58214f,b3f4d3fb6d90ff7a04df8a9c572c8e341dd15f05209db8092c9af166694c31ff,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r02_f02,max_depth_g3_common_random,ff8f0a1f60e415f21bcacd4248ea4ea6dc5e7644cfbb06ed359bee611d58214f,b3f4d3fb6d90ff7a04df8a9c572c8e341dd15f05209db8092c9af166694c31ff,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r02_f02,max_depth_g3_common_straddle,ff8f0a1f60e415f21bcacd4248ea4ea6dc5e7644cfbb06ed359bee611d58214f,b3f4d3fb6d90ff7a04df8a9c572c8e341dd15f05209db8092c9af166694c31ff,True,True,False,False,False,False,False,80,True,True
secondary_g3_common,secondary_g3_common__r02_f02,binary_g3_common_random,ff8f0a1f60e415f21bcacd4248ea4ea6dc5e7644cfbb06ed359bee611d58214f,b3f4d3fb6d90ff7a04df8a9c572c8e341dd15f05209db8092c9af166694c31ff,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r02_f02,binary_g3_common_margin,ff8f0a1f60e415f21bcacd4248ea4ea6dc5e7644cfbb06ed359bee611d58214f,b3f4d3fb6d90ff7a04df8a9c572c8e341dd15f05209db8092c9af166694c31ff,True,True,False,False,False,False,False,80,True,False
secondary_g3_common,secondary_g3_common__r02_f03,g3_random,db76fccd00a97928df5ed770891554a3a35acb6f8b1a73bd39cfc9671d65f0ac,1d1aafffcf10ca1056b6a241ad1e405e88d115edaf47493ec33f60e8ffb7d7c9,True,True,False,False,False,False,False,80,True,True
