benchmark,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_beta,acquisition_quadrature_nodes,acquisition_alpha,acquisition_selected_normalized_straddle,acquisition_selected_normalized_diversity,acquisition_selected_raw_straddle,acquisition_selected_raw_diversity,acquisition_gate_fraction,acquisition_min_shortlist_size,acquisition_shortlist_size,acquisition_shortlist_fraction_actual,acquisition_selected_shortlist_position,acquisition_selected_gated_score
ackley,straddle,0,26,37,38,2358,0.30221883560348495,False,True,True,2338,1.5599959974483701,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,27,38,39,930,0.4499229870384891,False,False,True,922,1.608861310903636,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,28,39,40,1243,1.2482921420688555,False,False,False,1231,1.6808910728584294,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,29,40,41,3955,1.3208799271893508,False,False,False,3915,1.6426443810255644,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,30,41,42,3490,0.6562314981919339,False,False,False,3452,1.6512750197805721,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,31,42,43,732,0.7900846874603502,False,False,False,726,1.6894080625479482,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,32,43,44,2292,0.07210025736326209,True,True,True,2271,1.6248952779778154,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,33,44,45,1594,1.6035294413923697,False,False,False,1578,1.657008901324894,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,34,45,46,2353,0.9711733675918754,False,False,False,2328,1.7179045333925895,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,35,46,47,2767,0.18516115132988809,False,True,True,2737,1.6434599033655233,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,36,47,48,165,1.4399881147860043,False,False,False,165,1.6194003756046378,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,37,48,49,2472,0.72012088541541,False,False,False,2442,1.5924452856628533,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,38,49,50,2624,1.5101645072187893,False,False,False,2592,1.608505705583813,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,39,50,51,3101,1.1535405480104934,False,False,False,3062,1.5900350223912756,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,40,51,52,3660,2.124302671411698,False,False,False,3611,1.6043818608490634,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,41,52,53,3852,1.1165090637672304,False,False,False,3801,1.6063886707071828,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,42,53,54,35,0.24632311157190934,False,True,True,35,1.6025269589340398,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,43,54,55,2,1.7787587119491253,False,False,False,2,1.7256926428434158,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,44,55,56,1608,2.8596135925418817,False,False,False,1588,1.6768544102034932,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,45,56,57,2768,1.0205059063479016,False,False,False,2731,1.649847441342308,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,46,57,58,3920,2.028468180251325,False,False,False,3864,1.603786549180237,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,47,58,59,3994,0.3243744217446629,False,True,True,3936,1.5889740064666602,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,48,59,60,3604,1.4191953778807704,False,False,False,3552,1.6020067550854669,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,49,60,61,2822,2.0775316405574547,False,False,False,2783,1.5891174894077464,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,50,61,62,2139,1.825432092839172,False,False,False,2114,1.6016141487675943,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,51,62,63,5,1.178247429268044,False,False,False,4,1.6223155090408286,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,52,63,64,347,2.5978125215840198,False,False,False,341,1.6323937443775094,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,53,64,65,1274,0.7877042553362692,False,False,False,1255,1.6204241508822508,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,54,65,66,3661,1.5276600893936774,False,False,False,3601,1.603892856861599,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,55,66,67,2246,1.9583125777351498,False,False,False,2216,1.6094411625033538,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,56,67,68,1192,0.90692640784175,False,False,False,1174,1.6246477717035988,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,57,68,69,565,0.42700493308765,False,False,True,556,1.6207276702223488,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,58,69,70,2502,0.04422258844927818,True,True,True,2461,1.6283152280866986,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,59,70,71,3237,0.8406458678830688,False,False,False,3181,1.6431600267748374,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,60,71,72,2301,0.6742785773371036,False,False,False,2267,1.6139764012155717,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,61,72,73,14,0.7310429611969838,False,False,False,12,1.6338989509852064,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,62,73,74,3227,0.9316435003008099,False,False,False,3169,1.5921968269125435,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,63,74,75,3282,0.013603625378779682,True,True,True,3222,1.600401384547584,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,64,75,76,2127,0.0167864571017855,True,True,True,2096,1.6162218433239692,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,65,76,77,573,0.01309136432668545,True,True,True,562,1.5804025167061693,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,66,77,78,1211,0.7650427288865735,False,False,False,1189,1.5673316888280675,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,67,78,79,3095,0.7131815353679904,False,False,False,3038,1.5462895445700022,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,0,68,79,80,3479,0.9177546738810882,False,False,False,3410,1.5481748644045314,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,1,12,13,3530,2.7460623076755617,False,False,False,3518,1.8732536671001148,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,2,13,14,134,3.2420885197254155,False,False,False,134,1.7753622266861762,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,3,14,15,3512,1.7602916874802812,False,False,False,3499,1.496931549887444,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,4,15,16,3968,1.919338265843031,False,False,False,3953,1.5166539848705447,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,5,16,17,1707,3.025696805105463,False,False,False,1702,1.5409145904235806,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,6,17,18,1859,0.9248783695876828,False,False,False,1850,1.3814106246585491,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,7,18,19,1199,2.499468039748029,False,False,False,1194,1.5579917656906055,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,8,19,20,632,3.039799458990842,False,False,False,631,1.4733185917044833,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,9,20,21,505,1.7196258471516472,False,False,False,504,1.4674014751062774,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,10,21,22,3187,2.629603895223582,False,False,False,3169,1.4816719174455337,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,11,22,23,249,3.399101958375393,False,False,False,248,1.4014320901039898,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,12,23,24,3585,3.0497335171440554,False,False,False,3563,1.3112927366966718,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,13,24,25,992,2.1267855342258795,False,False,False,985,1.2880803650744683,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,14,25,26,2350,0.18640399740179348,True,True,True,2331,1.3737123050376703,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,15,26,27,1669,1.5650745090777232,False,False,False,1659,1.2958825575207658,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,16,27,28,3173,2.0724088863576977,False,False,False,3151,1.3150178516419384,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,17,28,29,3907,0.9572323952395205,False,False,False,3880,1.2523206888219738,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,18,29,30,1381,2.0034613700861907,False,False,False,1371,1.1666546001515663,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,19,30,31,3027,0.7982897004197103,False,False,False,3004,1.2429629418320471,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,20,31,32,452,1.2798897918187038,False,False,False,450,0.9593346685409412,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,21,32,33,2494,1.0794157856745858,False,False,False,2471,0.9793999070225092,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,22,33,34,3694,2.2754547206987272,False,False,False,3663,1.2021841780239038,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,23,34,35,2426,0.23292830332320236,False,True,True,2403,1.0576822146970817,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,24,35,36,801,0.5345012385770662,False,False,True,795,1.0940637055351505,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,25,36,37,1860,0.6866011758494288,False,False,False,1841,1.2460676144391631,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,26,37,38,1531,1.1765877026759117,False,False,False,1518,1.0735316015254446,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,27,38,39,564,0.9021591989133189,False,False,False,560,1.2249993253820306,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,28,39,40,1802,2.1692001241927823,False,False,False,1785,1.1978104520372004,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,29,40,41,1322,0.1802541198776062,True,True,True,1309,1.0765414562082767,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,30,41,42,569,1.2314058696829466,False,False,False,564,1.1732185049780384,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,31,42,43,1066,1.4273685984089806,False,False,False,1054,1.305282501685821,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,32,43,44,703,0.8988303043391781,False,False,False,696,1.1455857535292413,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,33,44,45,1281,2.6899512479366745,False,False,False,1265,1.271201576078885,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,34,45,46,2209,0.35019468440541246,False,True,True,2179,1.0787735314270144,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,35,46,47,79,1.3056331136469517,False,False,False,79,1.1689277650317689,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,36,47,48,1868,0.4963651369179196,False,False,True,1839,1.154096690749853,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,37,48,49,1729,1.3909249465506672,False,False,False,1706,1.245554267004711,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,38,49,50,432,1.2565017282704325,False,False,False,429,1.3731877481497574,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,39,50,51,1,2.530810939310898,False,False,False,1,1.409129852429655,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,40,51,52,3906,2.2719220209968274,False,False,False,3857,1.213008732238789,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,41,52,53,3499,2.9677986404634,False,False,False,3454,1.242986024552247,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,42,53,54,1392,1.162220377519839,False,False,False,1370,1.211527939297874,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,43,54,55,405,1.7052340164434234,False,False,False,401,1.2080011584789456,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,44,55,56,3268,1.9700812146160498,False,False,False,3221,1.2665996920216966,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,45,56,57,3049,1.4754767290501167,False,False,False,3004,1.1455505051437531,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,46,57,58,1188,1.2845575896378296,False,False,False,1169,1.2745943143610483,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,47,58,59,3786,0.054210424253033906,True,True,True,3731,1.1577816451709366,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,48,59,60,2511,1.4927347373230688,False,False,False,2467,1.2288463885505656,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,49,60,61,1530,0.7783000226267873,False,False,False,1505,1.419281832877049,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,50,61,62,154,0.1264295962513362,True,True,True,151,1.3071444331519202,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,51,62,63,2549,1.0591035772565416,False,False,False,2502,1.4800579472521473,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,52,63,64,3186,0.38217281884177723,False,True,True,3134,1.4124237096135994,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,53,64,65,469,0.6322229156315977,False,False,False,461,1.2948619165515487,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,54,65,66,1105,1.222311730140511,False,False,False,1085,1.2646192730755232,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,55,66,67,3175,0.2644895578842785,False,True,True,3121,1.2825020566219973,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,56,67,68,551,1.9580905496801453,False,False,False,541,1.2496691974890064,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,57,68,69,3553,0.18097889384445587,True,True,True,3491,1.395126792676201,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,58,69,70,1264,2.068297246577215,False,False,False,1239,1.9110580227680516,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,59,70,71,1100,0.4216146749266425,False,False,True,1079,1.5146847149670033,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,60,71,72,160,0.4982228031857314,False,False,True,156,1.2822407741674375,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,61,72,73,1929,1.6982726848973666,False,False,False,1885,1.3200355722960007,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,62,73,74,873,3.2270206461268067,False,False,False,854,1.3607764740966988,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,63,74,75,1912,0.3330902833340712,False,True,True,1867,1.2861909660952546,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,64,75,76,2433,0.0054757996338103965,True,True,True,2379,1.27612454181886,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,65,76,77,47,0.9668701159331476,False,False,False,46,1.2554551177664952,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,66,77,78,2958,0.1805072435520092,True,True,True,2898,1.9514812793980543,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,67,78,79,3804,1.9936894702442842,False,False,False,3729,1.9514715227465005,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,1,68,79,80,2343,0.6958716593730703,False,False,False,2290,1.3347849673664685,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,1,12,13,972,0.8053999565804943,False,False,False,968,1.8508468673579594,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,2,13,14,246,2.5490935900162537,False,False,False,244,1.8420510043259286,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,3,14,15,1331,2.3667886708845938,False,False,False,1324,1.851112679022435,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,4,15,16,2444,1.9134617795912074,False,False,False,2433,1.7662123185014682,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,5,16,17,568,3.127909881125108,False,False,False,564,1.7403239155176071,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,6,17,18,578,2.3222758175685776,False,False,False,573,1.7342234140302442,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,7,18,19,33,2.379587106347273,False,False,False,32,1.7174684548498138,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,8,19,20,492,2.725582383438649,False,False,False,487,1.7628479377502126,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,9,20,21,46,3.1577396742276687,False,False,False,44,1.752221507988257,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,10,21,22,1920,3.8823985338286615,False,False,False,1906,1.6991484589554375,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,11,22,23,347,1.9460399615461288,False,False,False,342,1.6770390097761658,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,12,23,24,110,2.582026349550821,False,False,False,107,1.69392072086687,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,13,24,25,3517,2.902896045896684,False,False,False,3495,1.5691177509597007,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,14,25,26,1900,3.8305728447004643,False,False,False,1884,1.5423861715051415,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,15,26,27,604,0.7687800130773841,False,False,False,593,1.456040749239261,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,16,27,28,3322,0.15959098905550206,True,True,True,3298,1.4258536521792136,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,17,28,29,290,1.172295892936857,False,False,False,284,1.3895088424198039,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,18,29,30,3298,0.1000138170379099,True,True,True,3273,1.509901475142106,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,19,30,31,1131,0.9937162899825172,False,False,False,1115,1.5210567690427523,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,20,31,32,1746,1.4591129502996196,False,False,False,1727,1.538979145982957,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,21,32,33,2632,1.571747467632088,False,False,False,2607,1.55764465400644,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,22,33,34,3110,0.9413539571929359,False,False,False,3083,1.5302251614550815,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,23,34,35,1500,2.144456707733859,False,False,False,1482,1.4503662380055775,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,24,35,36,1443,1.3800088597502445,False,False,False,1425,1.4531253337122179,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,25,36,37,3940,2.0632134113626375,False,False,False,3904,1.3938490525252412,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,26,37,38,3317,0.2424695580352232,False,True,True,3285,1.3446824482656414,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,27,38,39,2256,1.5583103987783673,False,False,False,2230,1.383060417187631,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,28,39,40,894,0.42639895328628796,False,False,True,880,1.3891766512809374,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,29,40,41,259,0.770215066954762,False,False,False,253,1.3653860202919532,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,30,41,42,228,2.745706991218402,False,False,False,223,1.349877736553005,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,31,42,43,2873,0.6720240508928477,False,False,False,2840,1.3150230075571105,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,32,43,44,236,0.6156092623682703,False,False,True,230,1.3138482382202852,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,33,44,45,3762,0.5099665303690113,False,False,True,3721,1.342714506404142,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,34,45,46,2759,0.33147351510787537,False,True,True,2725,1.4287081184392563,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,35,46,47,3575,2.705976797434685,False,False,False,3533,1.4864286092679424,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,36,47,48,3263,0.7262679364940947,False,False,False,3225,1.4237372340188765,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,37,48,49,1968,0.6488287676699276,False,False,False,1940,1.4473145443468676,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,38,49,50,204,1.2520573251314584,False,False,False,200,1.3947802351475234,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,39,50,51,3306,1.4055922276698247,False,False,False,3264,1.4044629969780256,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,40,51,52,1613,0.09596284659802379,True,True,True,1588,1.460536822754377,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,41,52,53,3985,1.2226049360901907,False,False,False,3933,1.3805984319459519,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,42,53,54,591,2.5199931808353373,False,False,False,575,1.4373464722496885,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,43,54,55,1680,0.7850241830876019,False,False,False,1653,1.3943058309113705,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,44,55,56,1142,2.9086012917163977,False,False,False,1119,1.4190616047339546,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,45,56,57,3645,2.436807123719996,False,False,False,3594,1.3701997494651976,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,46,57,58,3986,0.5762306346872119,False,False,True,3929,1.4436251989504507,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,47,58,59,3236,0.20570210765800212,True,True,True,3192,1.4526282515032642,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,48,59,60,2841,0.9077949771450733,False,False,False,2800,1.3344396955689148,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,49,60,61,2538,0.7785748817431042,False,False,False,2500,1.3222436508730582,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,50,61,62,1446,0.2936208916379748,False,True,True,1420,1.3783260035056033,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,51,62,63,3323,1.5992367421985474,False,False,False,3270,1.401690126790408,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,52,63,64,1806,0.7050122268257795,False,False,False,1774,1.3926341873496828,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,53,64,65,2782,1.1562049050286642,False,False,False,2738,1.5278194671244,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,54,65,66,2526,0.11121073892774547,True,True,True,2486,1.4500077962059605,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,55,66,67,53,0.6959377836525835,False,False,False,50,1.412458115882102,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,56,67,68,1962,1.1544585903493711,False,False,False,1926,1.5111174586799456,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,57,68,69,2232,0.08178155548402266,True,True,True,2192,1.4436896220807554,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,58,69,70,909,0.09869108877749966,True,True,True,888,1.4244577346856038,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,59,70,71,3872,0.581635146252772,False,False,True,3807,1.4106402188534812,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,60,71,72,2104,1.415579691099369,False,False,False,2063,1.4385796487307079,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,61,72,73,215,0.48401362532663583,False,False,True,208,1.440906288026775,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,62,73,74,884,0.1631154467594822,True,True,True,863,1.4625659350315632,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,63,74,75,3876,1.4126503730064925,False,False,False,3806,1.4413996256881678,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,64,75,76,3424,1.464367245449953,False,False,False,3360,1.3662082188244642,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,65,76,77,547,2.003431792311501,False,False,False,531,1.368217954309008,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,66,77,78,2588,0.4383030468289455,False,False,True,2538,1.4113967385296426,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,67,78,79,660,0.15088971180517596,True,True,True,638,1.4988707697561434,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,2,68,79,80,1991,1.332744350057327,False,False,False,1948,1.4962937350371306,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,1,12,13,7,0.7267466888780252,False,False,False,7,1.9618925544575827,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,2,13,14,46,1.7108244782461046,False,False,False,45,1.9617469623742982,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,3,14,15,71,1.0820750492910403,False,False,False,69,1.9616221603522563,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,4,15,16,2230,2.670957132438696,False,False,False,2224,1.9615139922625504,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,5,16,17,2611,3.561192761442955,False,False,False,2602,1.9614193403480131,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,6,17,18,3948,2.5214623814764376,False,False,False,3933,1.961334995356597,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,7,18,19,118,2.917322584327744,False,False,False,115,1.9612609199659745,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,8,19,20,3229,1.4897320186558023,False,False,False,3214,1.9611945142557485,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,9,20,21,1809,2.1791687313427612,False,False,False,1803,1.9611351335051421,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,10,21,22,3216,1.796516899097588,False,False,False,3200,1.9610809675523897,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,11,22,23,3128,0.9830876032255311,False,False,False,3112,1.9610317551908256,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,12,23,24,3979,0.5259286919767536,False,False,True,3956,1.9609870009778876,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,13,24,25,2927,0.2720190659949573,False,True,True,2914,1.9609459619596947,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,straddle,3,14,25,26,1026,2.5935889066809317,False,False,False,1021,1.9609081355626892,null,null,null,null,null,null,null,null,null,null,null,null,null
